,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.006,Ball,-83.46008218776912,-143.57170269873072,-120.99999999999997,[],event_whenflagclicked,[],{},{}
1,0.006,Ball,20.0,150.0,-120.99999999999997,[],motion_gotoxy{math_number(NUM:20)math_number(NUM:150)},[],{},{}
2,0.007,Ball,20.0,150.0,112.0,[],motion_pointindirection{operator_random{FROMTO}},[],{},{}
3,0.008,Ball,33.90775782,144.3809011,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
4,0.059,Ball,47.81551564,138.7618022,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
5,0.092,Ball,61.72327346,133.1427033,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
6,0.125,Ball,75.63103128,127.5236044,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
7,0.158,Ball,89.5387891,121.9045055,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
8,0.192,Ball,103.44654692,116.2854066,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
9,0.224,Ball,117.35430474,110.6663077,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
10,0.258,Ball,131.26206256,105.0472088,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
11,0.291,Ball,145.16982038,99.4281099,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
12,0.324,Ball,159.0775782,93.809011,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
13,0.359,Ball,172.98533602,88.1899121,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
14,0.39,Ball,186.89309384,82.5708132,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
15,0.424,Ball,200.80085166,76.9517143,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
16,0.458,Ball,214.70860948,71.3326154,112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
17,0.459,Ball,212.70860948,71.3326154,-112.0,[],motion_ifonedgebounce,[],{},{}
18,0.49,Ball,198.80085166,65.7135165,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
19,0.523,Ball,184.89309384,60.0944176,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
20,0.557,Ball,170.98533602,54.4753187,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
21,0.591,Ball,157.0775782,48.8562198,-112.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
22,0.624,Ball,143.16982038,43.2371209,-112.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
23,0.657,Ball,129.26206256,37.618022,-112.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
24,0.689,Ball,115.35430474,31.9989231,-112.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
25,0.723,Ball,101.44654692,26.3798242,-112.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
26,0.757,Ball,87.5387891,20.7607253,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
27,0.79,Ball,73.63103128,15.1416264,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
28,0.823,Ball,59.72327346,9.5225275,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
29,0.857,Ball,45.81551564,3.9034286,-112.0,[],motion_movesteps{math_number(NUM:15)},['Left'],{},{}
30,0.891,Ball,31.90775782,-1.7156703,-112.0,[],motion_movesteps{math_number(NUM:15)},['Left'],{},{}
31,0.926,Ball,18.0,-7.3347692,-112.0,[],motion_movesteps{math_number(NUM:15)},['Left'],{},{}
32,0.957,Ball,4.09224218,-12.9538681,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
33,0.991,Ball,-9.81551564,-18.572967,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
34,1.023,Ball,-23.72327346,-24.1920659,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
35,1.057,Ball,-37.63103128,-29.8111648,-112.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
