,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.073,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
1,0.103,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
2,0.135,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
3,0.169,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
4,0.202,Paddle,-128,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
5,0.234,Paddle,-108,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
6,0.268,Paddle,-88,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
7,0.301,Paddle,-68,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
8,0.334,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
9,0.38,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
10,0.414,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
11,0.451,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
12,0.483,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
13,0.517,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
14,0.549,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
15,0.581,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
16,0.614,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
17,0.647,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
18,0.683,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
19,0.715,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
20,0.747,Paddle,-8,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
21,0.781,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
22,0.813,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
23,0.847,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
24,0.881,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
25,0.914,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
26,0.949,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
27,0.98,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
28,1.014,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
29,1.046,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
30,1.08,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
31,1.115,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
32,1.148,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
33,1.181,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
34,1.229,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
35,1.255,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
36,1.287,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
37,1.319,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
38,1.353,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
39,1.385,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
40,1.418,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
41,1.453,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
42,1.484,Paddle,72,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
43,1.517,Paddle,92,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
44,1.551,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
45,1.584,Paddle,132,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
46,1.617,Paddle,152,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
47,1.651,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
48,1.687,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
49,1.719,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
50,1.751,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
51,1.785,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
52,1.819,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
53,1.851,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
54,1.884,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
55,1.918,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
56,1.95,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
57,1.982,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
58,2.016,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
59,2.049,Paddle,192,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
60,2.087,Paddle,212,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
61,2.116,Paddle,212,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
62,2.149,Paddle,212,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
63,2.182,Paddle,192,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
64,2.214,Paddle,172,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
65,2.248,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
66,2.282,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
67,2.315,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
68,2.349,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
69,2.382,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
70,2.414,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
71,2.447,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
72,2.48,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
73,2.514,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
74,2.547,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
75,2.579,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
76,2.613,Paddle,-68,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
77,2.646,Paddle,-88,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
78,2.679,Paddle,-108,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
79,2.713,Paddle,-128,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
80,2.745,Paddle,-148,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
81,2.779,Paddle,-168,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
82,2.812,Paddle,-188,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
83,2.845,Paddle,-208,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
84,2.879,Paddle,-208,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},{}
85,2.912,Paddle,-208,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
86,2.944,Paddle,-208,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
87,2.978,Paddle,-208,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
88,3.011,Paddle,-188,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
89,3.044,Paddle,-168,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
90,3.077,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
91,3.111,Paddle,-128,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
92,3.143,Paddle,-108,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
93,3.176,Paddle,-88,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
94,3.211,Paddle,-68,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
95,3.244,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
96,3.278,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
97,3.312,Paddle,-8,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
98,3.347,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
99,3.379,Paddle,32,-145,-90,['Ball'],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
100,3.409,Paddle,52,-145,-90,['Ball'],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
101,3.444,Paddle,72,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
102,3.478,Paddle,92,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
103,3.511,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
104,3.542,Paddle,132,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
105,3.574,Paddle,152,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
106,3.608,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
107,3.643,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
108,3.676,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
109,3.709,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
110,3.742,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
111,3.777,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
112,3.81,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
