,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.014,Paddle,-94,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.498,Paddle,-94,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
2,0.502,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
3,0.529,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
4,0.565,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
5,0.597,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
6,0.629,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
7,0.663,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
8,0.697,Paddle,46,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
9,0.729,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},"['Right', 'Left']",{},{}
10,0.731,Paddle,46,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},"['Right', 'Left']",{},{}
11,0.764,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},"['Right', 'Left']",{},{}
12,0.766,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},"['Right', 'Left']",{},{}
13,0.795,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
14,0.83,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
15,0.863,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
16,0.895,Paddle,-14,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
17,0.896,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
18,0.929,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
19,0.961,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
20,0.996,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
21,1.028,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
22,1.061,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
23,1.094,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
24,1.128,Paddle,46,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
25,1.16,Paddle,46,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
26,1.161,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
27,1.194,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
28,1.226,Paddle,86,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
29,1.261,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
30,1.295,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
31,1.326,Paddle,46,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
32,1.326,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
33,1.361,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
34,1.397,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
35,1.427,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
36,1.459,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
37,1.493,Paddle,66,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
38,1.527,Paddle,66,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
