,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.019,Paddle,-94,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.252,Paddle,-94,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
2,0.253,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
3,0.286,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
4,0.319,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
5,0.354,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
6,0.385,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
7,0.419,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
8,0.453,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
9,0.486,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
10,0.518,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
11,0.55,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
12,0.583,Paddle,106,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
13,0.618,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
14,0.652,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
15,0.683,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
16,0.716,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
17,0.75,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
18,0.782,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
19,0.817,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
20,0.849,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
21,0.882,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
22,0.919,Paddle,-74,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
23,1.282,Paddle,-94,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
24,1.313,Paddle,-114,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
25,1.346,Paddle,-134,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
26,1.379,Paddle,-154,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
27,1.412,Paddle,-174,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
28,1.446,Paddle,-194,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
29,1.479,Paddle,-214,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
30,1.515,Paddle,-234,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
31,1.547,Paddle,-234,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
32,2.48,Paddle,-234,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
33,2.48,Paddle,-214,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
34,2.51,Paddle,-194,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
35,2.543,Paddle,-174,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
36,2.577,Paddle,-154,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
37,2.612,Paddle,-134,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
38,2.643,Paddle,-114,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
39,2.678,Paddle,-94,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
40,2.708,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
41,2.741,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
42,2.775,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
43,2.811,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
44,2.841,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
45,2.875,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
46,2.906,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
47,2.938,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
48,2.973,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
49,3.005,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
50,3.038,Paddle,126,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
51,3.079,Paddle,146,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
52,3.106,Paddle,166,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
53,3.138,Paddle,186,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
54,3.138,Paddle,186,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
