,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.008,Paddle,132,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.272,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
2,0.303,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
3,0.335,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
4,0.367,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
5,0.401,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
6,0.434,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
7,0.467,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
8,0.568,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
9,0.568,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
10,0.606,Paddle,52,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
11,0.634,Paddle,72,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
12,0.667,Paddle,92,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
13,0.705,Paddle,112,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
14,0.733,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
15,0.734,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
16,0.768,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
17,0.801,Paddle,172,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
18,0.833,Paddle,192,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
19,0.866,Paddle,192,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
20,0.999,Paddle,172,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
21,1.032,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
22,1.067,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
23,1.099,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
24,1.132,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
25,1.166,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
26,1.199,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
27,1.232,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
28,1.265,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
29,1.398,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
30,1.398,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
31,1.432,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
32,1.465,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
33,1.502,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
34,1.53,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
35,1.596,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
36,1.629,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
37,1.662,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
38,1.696,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
39,1.73,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
40,1.763,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
41,1.796,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
42,1.828,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
43,1.861,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
44,1.96,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
45,1.96,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
46,1.994,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
47,2.031,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
48,2.065,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
49,2.096,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
50,2.129,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
51,2.163,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
52,2.197,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
53,2.227,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
54,2.294,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
55,2.328,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
56,2.364,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
57,2.396,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
58,2.428,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
59,2.46,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
60,2.627,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
61,2.627,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
62,2.66,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
63,2.695,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
64,2.73,Paddle,72,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
65,2.993,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
66,3.027,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
67,3.06,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
68,3.591,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
69,3.591,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
70,3.626,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
71,3.659,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
72,3.69,Paddle,92,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
73,3.991,Paddle,92,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
74,3.992,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
75,4.024,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
76,4.056,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
77,4.089,Paddle,152,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
78,4.255,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
79,4.288,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
80,4.322,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
81,4.354,Paddle,92,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
82,4.456,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
83,4.49,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
84,4.52,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
85,4.554,Paddle,32,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
86,4.754,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
87,4.787,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
88,4.821,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
89,4.854,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
90,4.888,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
91,5.019,Paddle,-48,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
