,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.014,Paddle,-94,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.265,Paddle,-94,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
2,0.267,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
3,0.299,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
4,0.334,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
5,0.368,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
6,0.398,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
7,0.432,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
8,0.467,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
9,0.5,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
10,0.534,Paddle,66,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
11,0.563,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
12,0.596,Paddle,46,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
13,0.632,Paddle,46,-145,-90,['Ball'],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
14,0.766,Paddle,46,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
15,0.767,Paddle,66,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
16,0.799,Paddle,66,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
17,0.799,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
18,0.832,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
19,0.865,Paddle,126,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
20,0.897,Paddle,146,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
21,0.932,Paddle,166,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
22,0.965,Paddle,186,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
23,0.996,Paddle,206,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
24,1.029,Paddle,206,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
25,1.765,Paddle,186,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
26,1.799,Paddle,166,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
27,1.831,Paddle,146,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
28,1.864,Paddle,126,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
29,1.898,Paddle,126,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
30,2.066,Paddle,126,-145,-90,['Ball'],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
31,2.266,Paddle,126,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
32,2.298,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
33,2.33,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
34,2.364,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
35,2.397,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
36,2.429,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
37,2.464,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
38,2.499,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
39,2.532,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
40,2.564,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
41,2.595,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
42,2.629,Paddle,-94,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
43,2.662,Paddle,-114,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
44,2.695,Paddle,-134,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
45,2.729,Paddle,-154,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
46,2.763,Paddle,-174,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
47,2.797,Paddle,-194,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
48,2.829,Paddle,-194,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
49,2.996,Paddle,-194,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
50,2.996,Paddle,-174,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
51,3.028,Paddle,-154,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
52,3.063,Paddle,-134,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
53,3.096,Paddle,-114,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
54,3.129,Paddle,-94,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
55,3.161,Paddle,-74,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
56,3.194,Paddle,-54,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
57,3.228,Paddle,-34,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
58,3.263,Paddle,-14,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
59,3.295,Paddle,6,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
60,3.33,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
61,3.362,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
62,3.396,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
63,3.429,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
64,3.461,Paddle,86,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
65,3.526,Paddle,86,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
66,3.527,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
67,3.562,Paddle,126,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
68,3.594,Paddle,126,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
69,3.628,Paddle,106,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
70,3.661,Paddle,86,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
71,3.694,Paddle,66,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
72,3.728,Paddle,46,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
73,3.76,Paddle,26,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
