,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.006,Ball,-83.46008218776912,-143.57170269873072,-120.99999999999997,[],event_whenflagclicked,[],{},{}
1,0.006,Ball,20.0,150.0,-120.99999999999997,[],motion_gotoxy{math_number(NUM:20)math_number(NUM:150)},[],{},{}
2,0.007,Ball,20.0,150.0,100.0,[],motion_pointindirection{operator_random{FROMTO}},[],{},{}
3,0.007,Ball,34.7721163,147.39527733,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
4,0.061,Ball,49.5442326,144.79055466,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
5,0.094,Ball,64.3163489,142.18583199,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
6,0.126,Ball,79.0884652,139.58110932,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
7,0.16,Ball,93.8605815,136.97638665,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
8,0.193,Ball,108.6326978,134.37166398,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
9,0.226,Ball,123.4048141,131.76694131,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
10,0.259,Ball,138.1769304,129.16221864,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
11,0.295,Ball,152.9490467,126.55749597,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
12,0.326,Ball,167.721163,123.9527733,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
13,0.358,Ball,182.4932793,121.34805063,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
14,0.393,Ball,197.2653956,118.74332796,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
15,0.426,Ball,212.0375119,116.13860529,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
16,0.461,Ball,226.8096282,113.53388262,100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
17,0.465,Ball,212.8096282,113.53388262,-100.0,[],motion_ifonedgebounce,[],{},{}
18,0.492,Ball,198.0375119,110.92915995,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
19,0.525,Ball,183.2653956,108.32443728,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
20,0.558,Ball,168.4932793,105.71971461,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
21,0.591,Ball,153.721163,103.11499194,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
22,0.624,Ball,138.9490467,100.51026927,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
23,0.658,Ball,124.1769304,97.9055466,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
24,0.691,Ball,109.4048141,95.30082393,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
25,0.724,Ball,94.6326978,92.69610126,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
26,0.758,Ball,79.8605815,90.09137859,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
27,0.791,Ball,65.0884652,87.48665592,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
28,0.824,Ball,50.3163489,84.88193325,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
29,0.858,Ball,35.5442326,82.27721058,-100.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
30,0.891,Ball,20.7721163,79.67248791,-100.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
31,0.924,Ball,6.0,77.06776524,-100.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
32,0.959,Ball,-8.7721163,74.46304257,-100.0,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
33,0.991,Ball,-23.5442326,71.8583199,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
34,1.023,Ball,-38.3163489,69.25359723,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
35,1.057,Ball,-53.0884652,66.64887456,-100.0,[],motion_movesteps{math_number(NUM:15)},[],{},{}
