,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.064,Ball,41.94061104,129.5400492,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
1,0.098,Ball,52.91091656,119.3100738,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
2,0.13,Ball,63.88122208,109.0800984,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
3,0.163,Ball,74.8515276,98.850123,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
4,0.196,Ball,85.82183312,88.6201476,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
5,0.232,Ball,96.79213864,78.3901722,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
6,0.266,Ball,107.76244416,68.1601968,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
7,0.3,Ball,118.73274968,57.9302214,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
8,0.332,Ball,129.7030552,47.700246,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
9,0.366,Ball,140.67336072,37.4702706,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
10,0.399,Ball,151.64366624,27.2402952,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
11,0.432,Ball,162.61397176,17.0103198,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
12,0.468,Ball,173.58427728,6.7803444,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
13,0.498,Ball,184.5545828,-3.449631,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
14,0.532,Ball,195.52488832,-13.6796064,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
15,0.565,Ball,206.49519384,-23.9095818,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
16,0.598,Ball,217.46549936,-34.1395572,133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
17,0.632,Ball,202.49519384,-44.3695326,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
18,0.666,Ball,191.52488832,-54.599508,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
19,0.699,Ball,180.5545828,-64.8294834,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
20,0.732,Ball,169.58427728,-75.0594588,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
21,0.765,Ball,158.61397176,-85.2894342,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
22,0.798,Ball,147.64366624,-95.5194096,-133,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
23,0.831,Ball,136.67336072,-105.749385,-133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
24,0.865,Ball,125.7030552,-115.9793604,-133,[],motion_movesteps{math_number(NUM:15)},[],{},{}
