,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.014,Paddle,-148,-145,-90,[],event_whenflagclicked,[],{},{}
1,0.106,Paddle,-148,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
2,0.106,Paddle,-128,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
3,0.14,Paddle,-108,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
4,0.172,Paddle,-88,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
5,0.207,Paddle,-68,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
6,0.239,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
7,0.271,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
8,0.304,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
9,0.67,Paddle,-28,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
10,0.67,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
11,0.703,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
12,0.736,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
13,0.769,Paddle,52,-145,-90,['Ball'],motion_changexby{math_number(NUM:20)},['Right'],{},{}
14,0.802,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
15,0.802,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
16,0.835,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
17,0.868,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
18,0.901,Paddle,112,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
19,1.433,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
20,1.466,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
21,1.504,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
22,1.537,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
23,1.638,Paddle,52,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
24,1.638,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
25,1.674,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
26,1.706,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
27,1.737,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
28,1.771,Paddle,132,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
29,2.303,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
30,2.337,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
31,2.371,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
32,2.403,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
33,2.437,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
34,2.47,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
35,2.503,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
36,2.537,Paddle,-8,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
37,3.336,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
38,3.368,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
39,3.41,Paddle,-68,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
40,3.434,Paddle,-68,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
41,3.501,Paddle,-88,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
42,3.535,Paddle,-108,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
43,3.568,Paddle,-128,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
44,3.601,Paddle,-128,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
45,4.035,Paddle,-128,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},{}
46,4.035,Paddle,-108,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
47,4.067,Paddle,-88,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
48,4.1,Paddle,-68,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
49,4.133,Paddle,-48,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
50,4.167,Paddle,-28,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
51,4.201,Paddle,-8,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
52,4.231,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
53,4.265,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
54,4.298,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
55,4.331,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
56,4.367,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
57,4.399,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
58,4.433,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
59,4.467,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
60,4.5,Paddle,172,-145,-90,[],motion_changexby{math_number(NUM:20)},['Right'],{},{}
61,4.532,Paddle,172,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},{}
62,4.798,Paddle,152,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
63,4.83,Paddle,132,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
64,4.862,Paddle,112,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
65,4.896,Paddle,92,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
66,4.931,Paddle,72,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
67,4.964,Paddle,52,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
68,4.997,Paddle,32,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
69,5.029,Paddle,12,-145,-90,[],motion_changexby{math_number(NUM:-20)},['Left'],{},{}
70,5.03,Paddle,12,-145,-90,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},{}
