,clockTime,sprite,x,y,direction,touching,block,keysDown,variables,stageVariables
0,0.038,Ball,44.87112718,133.2242129,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
1,0.07,Ball,57.30669077,124.83631935,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
2,0.105,Ball,69.74225436,116.4484258,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
3,0.138,Ball,82.17781795,108.06053225,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
4,0.17,Ball,94.61338154,99.6726387,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
5,0.204,Ball,107.04894513,91.28474515,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
6,0.237,Ball,119.48450872,82.8968516,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
7,0.269,Ball,131.92007231,74.50895805,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
8,0.302,Ball,144.3556359,66.1210645,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
9,0.336,Ball,156.79119949,57.73317095,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
10,0.37,Ball,169.22676308,49.3452774,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
11,0.404,Ball,181.66232667,40.95738385,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
12,0.437,Ball,194.09789026,32.5694903,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
13,0.47,Ball,206.53345385,24.18159675,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
14,0.503,Ball,218.96901744,15.7937032,124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
15,0.535,Ball,200.53345385,7.40580965,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
16,0.57,Ball,188.09789026,-0.9820839,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
17,0.603,Ball,175.66232667,-9.36997745,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
18,0.636,Ball,163.22676308,-17.757871,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
19,0.67,Ball,150.79119949,-26.14576455,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
20,0.703,Ball,138.3556359,-34.5336581,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
21,0.737,Ball,125.92007231,-42.92155165,-124,[],motion_movesteps{math_number(NUM:15)},['Right'],{},{}
22,0.769,Ball,113.48450872,-51.3094452,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
23,0.802,Ball,101.04894513,-59.69733875,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
24,0.835,Ball,88.61338154,-68.0852323,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
25,0.869,Ball,76.17781795,-76.47312585,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
26,0.903,Ball,63.74225436,-84.8610194,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
27,0.936,Ball,51.30669077,-93.24891295,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
28,0.969,Ball,38.87112718,-101.6368065,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
29,1.002,Ball,26.43556359,-110.02470005,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
30,1.035,Ball,14.0,-118.4125936,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
31,1.068,Ball,1.56443641,-126.80048715,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
32,1.102,Ball,-10.87112718,-135.1883807,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
33,1.135,Ball,-23.30669077,-143.57627425,-124,[],motion_movesteps{math_number(NUM:15)},[],{},{}
34,1.136,Ball,-23.30669077,-143.57627425,-124,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},{}
